"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"463","086390","유니테스트",22500,-50,-0.22,"KOSDAQ","반도체",475517835000,1259,17.87,7543,2.98,250,1.11
"464","050890","쏠리드",9100,30,0.33,"KOSDAQ","통신장비",474885092500,121,75.21,2350,3.87,0,0
"465","004430","송원산업",19700,150,0.77,"KOSPI","화학",4.728e+11,1448,13.6,17983,1.1,150,0.76
"466","319400","현대무벡스",4645,-70,-1.48,"KOSDAQ","기계·장비",472500194980,NA,NA,NA,NA,0,0
"467","041140","넥슨지티",13200,-100,-0.75,"KOSDAQ","디지털컨텐츠",466927850400,85,155.29,3040,4.34,0,0
"468","001470","삼부토건",3385,-80,-2.31,"KOSPI","건설업",465594455680,61,55.49,1531,2.21,0,0
"469","059090","미코",14850,150,1.02,"KOSDAQ","반도체",465051554550,259,57.34,2955,5.03,40,0.27
"470","241840","에이스토리",49150,3500,7.67,"KOSDAQ","오락·문화",460748811000,NA,NA,4143,11.86,0,0
"471","006730","서부T&D",7870,120,1.55,"KOSDAQ","숙박·음식",457565294280,1,7870,11369,0.69,0,0
"472","347860","알체라",34050,-450,-1.3,"KOSDAQ","소프트웨어",455207435700,NA,NA,997,34.15,0,0
"473","043150","바텍",30600,-50,-0.16,"KOSDAQ","의료·정밀기기",454540233600,2281,13.42,16730,1.83,100,0.33
"474","065660","안트로젠",49850,-350,-0.7,"KOSDAQ","유통",453312669900,NA,NA,7607,6.55,0,0
"475","016710","대성홀딩스",28050,-450,-1.58,"KOSPI","서비스업",451309324950,837,33.51,26020,1.08,250,0.89
"476","104700","한국철강",9760,300,3.17,"KOSPI","철강금속",4.49448e+11,415,23.52,15742,0.62,200,2.05
"477","099320","쎄트렉아이",61600,100,0.16,"KOSDAQ","통신장비",447738799200,992,62.1,8775,7.02,210,0.34
"478","339770","교촌에프앤비",17900,250,1.42,"KOSPI","유통업",447187466000,1411,12.69,3835,4.67,96,0.54
"479","025860","남해화학",8920,90,1.02,"KOSPI","화학",443135279560,335,26.63,8735,1.02,60,0.67
"480","009290","광동제약",8450,40,0.48,"KOSPI","의약품",442956190950,582,14.52,8069,1.05,80,0.95
"481","200230","텔콘RF제약",5060,40,0.8,"KOSDAQ","통신장비",442795600720,NA,NA,1337,3.78,0,0
"482","263720","디앤씨미디어",35850,-600,-1.65,"KOSDAQ","디지털컨텐츠",440062729350,404,88.74,3383,10.6,0,0
"483","017390","서울가스",88000,600,0.69,"KOSPI","전기가스업",4.4e+11,7512,11.71,192791,0.46,1750,1.99
"484","029960","코엔텍",8800,-30,-0.34,"KOSDAQ","기타서비스",4.4e+11,485,18.14,3056,2.88,540,6.14
"485","008350","남선알미늄",3990,-25,-0.62,"KOSPI","철강금속",439614569100,131,30.46,1621,2.46,0,0
"486","020120","키다리스튜디오",13450,600,4.67,"KOSPI","서비스업",438306340400,139,96.76,1213,11.09,0,0
"487","071320","지역난방공사",37850,300,0.8,"KOSPI","전기가스업",438255460400,NA,NA,132086,0.29,0,0
"488","034810","해성산업",16600,1100,7.1,"KOSDAQ","금융",437514546800,238,69.75,14265,1.16,175,1.05
"489","322310","오로스테크놀로지",46950,-1800,-3.69,"KOSDAQ","기계·장비",437082996900,1028,45.67,2564,18.31,0,0
"490","001530","DI동일",176500,-1000,-0.56,"KOSPI","유통업",435179988500,6765,26.09,195965,0.9,1500,0.85
"491","032300","한국파마",39400,-700,-1.75,"KOSDAQ","제약",429724019400,629,62.64,3028,13.01,50,0.13
"492","131370","알서포트",8040,-150,-1.83,"KOSDAQ","디지털컨텐츠",428267347320,166,48.43,1163,6.91,20,0.25
"493","006060","화승인더",7700,10,0.13,"KOSPI","화학",4.25964e+11,1092,7.05,5972,1.29,45,0.58
"494","036030","KTH",11900,-650,-5.18,"KOSDAQ","유통",425008761800,40,297.5,5741,2.07,0,0
"495","002270","롯데푸드",375000,5000,1.35,"KOSPI","음식료품",424451250000,41242,9.09,625100,0.6,12000,3.2
"496","030520","한글과컴퓨터",17100,-250,-1.44,"KOSDAQ","소프트웨어",423706467600,864,19.79,9633,1.78,0,0
"497","064550","바이오니아",16800,750,4.67,"KOSDAQ","제약",422218238400,NA,NA,1355,12.4,0,0
"498","060980","한라홀딩스",40300,0,0,"KOSPI","기타금융",422024421000,3921,10.28,84613,0.48,2000,4.96
"499","119860","다나와",32250,-350,-1.07,"KOSDAQ","인터넷",421663009500,1822,17.7,8387,3.85,400,1.24
"500","080160","모두투어",22300,-100,-0.45,"KOSDAQ","기타서비스",4.2147e+11,101,220.79,6567,3.4,120,0.54
"501","265520","AP시스템",29100,-250,-0.85,"KOSDAQ","반도체",421374605700,671,43.37,7468,3.9,50,0.17
"502","044340","위닉스",23550,-50,-0.21,"KOSDAQ","일반전기전자",420919158750,2478,9.5,8541,2.76,500,2.12
"503","067000","조이시티",9370,230,2.52,"KOSDAQ","디지털컨텐츠",419461945710,NA,NA,758,12.36,0,0
"504","002310","아세아제지",46650,-750,-1.58,"KOSPI","종이목재",417820818300,6860,6.8,65302,0.71,600,1.29
"505","036200","유니셈",13600,250,1.87,"KOSDAQ","반도체",417033432800,749,18.16,4198,3.24,50,0.37
"506","298060","에스씨엠생명과학",34900,-1000,-2.79,"KOSDAQ","제약",415675961400,NA,NA,1704,20.48,0,0
"507","003620","쌍용차",2770,0,0,"KOSPI","운수장비",415056805540,NA,NA,2690,1.03,0,0
"508","136490","선진",17400,700,4.19,"KOSPI","음식료품",413765109600,899,19.35,13439,1.29,50,0.29
"509","035080","인터파크",5090,-80,-1.55,"KOSDAQ","유통",413252839670,NA,NA,5001,1.02,70,1.38
"510","078070","유비쿼스홀딩스",22100,50,0.23,"KOSDAQ","일반전기전자",413195478800,424,52.12,10715,2.06,130,0.59
"511","002240","고려제강",17950,300,1.7,"KOSPI","철강금속",4.1285e+11,434,41.36,59916,0.3,350,1.95
"512","284620","카이노스메드",3920,35,0.9,"KOSDAQ","기타서비스",411892008640,NA,NA,NA,NA,0,0
"513","053210","스카이라이프",8600,70,0.82,"KOSPI","서비스업",411268907600,1147,7.5,14620,0.59,350,4.07
"514","037070","파세코",29200,-50,-0.17,"KOSDAQ","일반전기전자",4.088e+11,618,47.25,5415,5.39,250,0.86
"515","285490","노바텍",40500,1850,4.79,"KOSDAQ","기타제조",408310632000,548,73.91,2838,14.27,242,0.6
"516","038880","아이에이",1470,-35,-2.33,"KOSDAQ","반도체",408303929250,7,210,236,6.23,0,0
"517","009680","모토닉",12350,-50,-0.4,"KOSPI","운수장비",4.0755e+11,514,24.03,12362,1,300,2.43
"518","043610","지니뮤직",7010,-80,-1.13,"KOSDAQ","디지털컨텐츠",407389220380,126,55.63,2627,2.67,0,0
"519","089030","테크윙",21000,-300,-1.41,"KOSDAQ","반도체",407155728000,584,35.96,9076,2.31,230,1.1
"520","001360","삼성제약",6080,-60,-0.98,"KOSPI","의약품",406431991360,118,51.53,2421,2.51,0,0
"521","007860","서연",17300,350,2.06,"KOSPI","기타금융",406201301200,NA,NA,17990,0.96,50,0.29
"522","100790","미래에셋벤처투자",8800,-300,-3.3,"KOSDAQ","금융",406127242400,310,28.39,3345,2.63,185,2.1
"523","034950","한국기업평가",89300,0,0,"KOSDAQ","기타서비스",405467900200,4563,19.57,23591,3.79,8618,9.65
"524","298540","더네이쳐홀딩스",55700,-300,-0.54,"KOSDAQ","유통",405068669600,3167,17.59,12200,4.57,0,0
"525","032620","유비케어",7750,-40,-0.51,"KOSDAQ","소프트웨어",404527827250,133,58.27,1965,3.94,40,0.52
"526","023410","유진기업",5230,120,2.35,"KOSDAQ","비금속",404335813490,272,19.23,9929,0.53,150,2.87
"527","206640","바디텍메드",17200,50,0.29,"KOSDAQ","제약",403968832000,507,33.93,3134,5.49,50,0.29
"528","225570","넷게임즈",14000,-350,-2.44,"KOSDAQ","디지털컨텐츠",403913538000,NA,NA,1323,10.58,0,0
"529","001510","SK증권",853,9,1.07,"KOSPI","증권",403119415863,67,12.73,1197,0.71,10,1.17
"530","101160","월덱스",24150,-750,-3.01,"KOSDAQ","반도체",398740480950,1180,20.47,5433,4.45,50,0.21
"531","208640","썸에이지",2950,10,0.34,"KOSDAQ","출판·매체복제",398550062200,NA,NA,205,14.39,0,0
"532","322000","현대에너지솔루션",35550,50,0.14,"KOSPI","전기전자",3.9816e+11,2788,12.75,28380,1.25,0,0
"533","332570","와이팜",10700,-50,-0.47,"KOSDAQ","IT부품",397412509200,339,31.56,1389,7.7,0,0
"534","000020","동화약품",14200,0,0,"KOSPI","의약품",396626874000,341,41.64,10772,1.32,120,0.85
"535","034120","SBS",21700,-300,-1.36,"KOSPI","서비스업",396081029400,1114,19.48,31799,0.68,150,0.69
"536","138250","엔에스쇼핑",11750,150,1.29,"KOSPI","유통업",3.95928e+11,NA,NA,12609,0.93,150,1.28
"537","293480","하나제약",24350,300,1.25,"KOSPI","의약품",3.9447e+11,1778,13.7,13601,1.79,460,1.89
"538","084010","대한제강",16000,800,5.26,"KOSPI","철강금속",394347744000,1340,11.94,18665,0.86,200,1.25
"539","042040","케이피엠테크",2800,15,0.54,"KOSDAQ","화학",392590203600,NA,NA,1132,2.47,0,0
"540","183190","아세아시멘트",100500,5600,5.9,"KOSPI","비금속광물",391528804500,7159,14.04,204892,0.49,1500,1.49
"541","001780","알루코",4695,-5,-0.11,"KOSPI","철강금속",390658193685,NA,NA,2755,1.7,0,0
"542","078020","이베스트투자증권",7000,-10,-0.14,"KOSDAQ","금융",388368330000,1132,6.18,9264,0.76,345,4.93
"543","321550","티움바이오",16300,100,0.62,"KOSDAQ","기타서비스",387677993800,NA,NA,3943,4.13,0,0
"544","097780","에스맥",1480,5,0.34,"KOSDAQ","IT부품",386495490960,NA,NA,950,1.56,0,0
"545","194700","노바렉스",42900,900,2.14,"KOSDAQ","음식료·담배",386260446000,1850,23.19,10195,4.21,200,0.47
"546","089010","켐트로닉스",25850,-450,-1.71,"KOSDAQ","화학",384083358450,1235,20.93,6618,3.91,300,1.16
"547","006840","AK홀딩스",28900,150,0.52,"KOSPI","기타금융",382854512900,2168,13.33,62448,0.46,750,2.6
"548","277810","레인보우로보틱스",24100,300,1.26,"KOSDAQ","기계·장비",382472157400,NA,NA,623,38.68,0,0
"549","047920","에이치엘비제약",17100,-100,-0.58,"KOSDAQ","기타서비스",382318739100,34,502.94,1293,13.23,0,0
"550","007690","국도화학",65500,1500,2.34,"KOSPI","화학",380595348000,6219,10.53,88911,0.74,1500,2.29
"551","192440","슈피겐코리아",61200,-300,-0.49,"KOSDAQ","IT부품",380441415600,6690,9.15,47368,1.29,1300,2.12
"552","256840","한국비엔씨",7380,120,1.65,"KOSDAQ","제약",380303473680,NA,NA,558,13.23,0,0
"553","160550","NEW",13550,250,1.88,"KOSDAQ","오락·문화",378127736300,NA,NA,3979,3.41,0,0
"554","249420","일동제약",15850,-150,-0.94,"KOSPI","의약품",377282067250,NA,NA,10643,1.49,0,0
"555","002390","한독",27350,50,0.18,"KOSPI","의약품",376432627550,2544,10.75,24757,1.1,275,1.01
"556","143240","사람인에이치알",32250,400,1.26,"KOSDAQ","인터넷",376011231750,2314,13.94,9543,3.38,580,1.8
"557","046440","KG모빌리언스",9680,-80,-0.82,"KOSDAQ","소프트웨어",375831498240,619,15.64,7541,1.28,200,2.07
"558","039560","다산네트웍스",10700,350,3.38,"KOSDAQ","통신장비",375463727600,51,209.8,5002,2.14,0,0
"559","007460","에이프로젠 KIC",2030,15,0.74,"KOSPI","기계",375380679730,86,23.6,1973,1.03,0,0
"560","045390","대아티아이",5270,20,0.38,"KOSDAQ","일반전기전자",374968520940,30,175.67,1327,3.97,20,0.38
"561","100130","동국S&C",6560,-20,-0.3,"KOSDAQ","금속",374858080000,171,38.36,4582,1.43,100,1.52
"562","001390","KG케미칼",26950,1050,4.05,"KOSPI","화학",373691287200,7691,3.5,26210,1.03,350,1.3
"563","037270","YG PLUS",5890,-10,-0.17,"KOSPI","서비스업",373426589000,NA,NA,1562,3.77,0,0
"564","001500","현대차증권",12400,150,1.22,"KOSPI","증권",372584164000,2315,5.36,25525,0.49,600,4.84
"565","001200","유진투자증권",3840,30,0.79,"KOSPI","증권",371967045120,427,8.99,8151,0.47,70,1.82
"566","228670","레이",55900,700,1.27,"KOSDAQ","의료·정밀기기",371917625300,1915,29.19,8647,6.46,0,0
"567","093320","케이아이엔엑스",76200,-300,-0.39,"KOSDAQ","인터넷",3.71856e+11,3291,23.15,16719,4.56,500,0.66
"568","004700","조광피혁",55700,-900,-1.59,"KOSPI","기타제조업",370356986600,4076,13.67,41361,1.35,0,0
"569","107590","미원홀딩스",159000,26500,20,"KOSPI","기타금융",3.6888e+11,6591,24.12,62937,2.53,400,0.25
"570","104480","티케이케미칼",4050,275,7.28,"KOSDAQ","화학",368126507700,110,36.82,2989,1.35,0,0
"571","079430","현대리바트",17900,650,3.77,"KOSPI","기타제조업",367581547800,968,18.49,22301,0.8,150,0.84
"572","038540","상상인",6640,20,0.3,"KOSDAQ","컴퓨터서비스",367379998320,2282,2.91,9501,0.7,200,3.01
"573","000140","하이트진로홀딩스",15800,-100,-0.63,"KOSPI","기타금융",366666887000,NA,NA,18398,0.86,350,2.22
"574","009520","포스코엠텍",8800,-210,-2.33,"KOSDAQ","금속",366455786400,254,34.65,2160,4.07,80,0.91
"575","060900","대한그린파워",2390,25,1.06,"KOSDAQ","화학",366356013650,NA,NA,188,12.71,0,0
"576","299660","셀리드",37750,-1450,-3.7,"KOSDAQ","기타서비스",366125623000,NA,NA,5359,7.04,0,0
"577","122990","와이솔",12950,-50,-0.38,"KOSDAQ","반도체",365020885950,1228,10.55,12099,1.07,250,1.93
"578","035890","서희건설",1585,15,0.96,"KOSDAQ","건설",364246404345,331,4.79,1826,0.87,30,1.89
"579","037560","LG헬로비전",4675,135,2.97,"KOSPI","서비스업",362064093875,NA,NA,12283,0.38,75,1.6
"580","029460","케이씨",26650,-150,-0.56,"KOSPI","의료정밀",361215272600,4054,6.57,33184,0.8,250,0.94
"581","011280","태림포장",5100,30,0.59,"KOSPI","종이목재",361110294000,270,18.89,4325,1.18,290,5.69
"582","067310","하나마이크론",11300,-100,-0.88,"KOSDAQ","반도체",360010078700,NA,NA,5238,2.16,50,0.44
"583","314930","바이오다인",60800,1300,2.18,"KOSDAQ","의료·정밀기기",359826560000,NA,NA,1374,44.25,0,0
"584","011690","유양디앤유",2440,0,0,"KOSPI","전기전자",359254954280,NA,NA,3970,0.61,0,0
"585","038290","마크로젠",33700,-500,-1.46,"KOSDAQ","기타서비스",358993563600,NA,NA,10686,3.15,0,0
"586","082740","HSD엔진",8830,530,6.39,"KOSPI","기계",358492896260,NA,NA,5722,1.54,0,0
"587","095340","ISC",22050,-350,-1.56,"KOSDAQ","반도체",357744668400,311,70.9,12011,1.84,50,0.23
"588","317330","덕산테코피아",19450,-500,-2.51,"KOSDAQ","반도체",357440974600,696,27.95,7900,2.46,0,0
"589","299900","위지윅스튜디오",11400,600,5.56,"KOSDAQ","오락·문화",356768939400,204,55.88,1978,5.76,0,0
"590","019680","대교",4210,-45,-1.06,"KOSPI","서비스업",356598998500,190,22.16,5848,0.72,170,4.04
"591","000050","경방",13000,-150,-1.14,"KOSPI","유통업",356398510000,1630,7.98,27050,0.48,125,0.96
"592","095720","웅진씽크빅",3080,-130,-4.05,"KOSPI","서비스업",355758433800,NA,NA,3510,0.88,310,10.06
"593","084690","대상홀딩스",9800,80,0.82,"KOSPI","기타금융",354882872400,1946,5.04,15703,0.62,200,2.04
"594","033180","필룩스",3795,-20,-0.52,"KOSPI","전기전자",354583699800,NA,NA,3111,1.22,0,0
"595","084680","이월드",3435,-35,-1.01,"KOSPI","서비스업",354285546195,27,127.22,2729,1.26,0,0
"596","096040","이트론",675,-8,-1.17,"KOSDAQ","정보기기",354104154900,NA,NA,187,3.61,0,0
"597","002990","금호산업",9640,370,3.99,"KOSPI","건설업",353151027360,332,29.04,10364,0.93,500,5.19
"598","138610","나이벡",35650,2050,6.1,"KOSDAQ","제약",353041201350,NA,NA,2767,12.88,0,0
"599","289220","자이언트스텝",37400,4650,14.2,"KOSDAQ","오락·문화",352605891000,NA,NA,955,39.16,0,0
"600","110790","크리스에프앤씨",30050,-1300,-4.15,"KOSDAQ","섬유·의류",352050174000,2140,14.04,18523,1.62,400,1.33
"601","100120","뷰웍스",35100,350,1.01,"KOSDAQ","의료·정밀기기",351065461500,2457,14.29,16139,2.17,400,1.14
"602","161000","애경유화",10950,150,1.39,"KOSPI","화학",3.50838e+11,966,11.34,11336,0.97,350,3.2
"603","033500","동성화인텍",12750,550,4.51,"KOSDAQ","화학",350542545750,634,20.11,3517,3.63,220,1.73
"604","025770","한국정보통신",9360,0,0,"KOSDAQ","통신서비스",350478376560,649,14.42,5319,1.76,0,0
"605","003300","한일홀딩스",12150,400,3.4,"KOSPI","비금속광물",350111727000,461,26.36,33397,0.36,460,3.79
"606","216080","제테마",19850,50,0.25,"KOSDAQ","제약",348692226150,NA,NA,2019,9.83,0,0
"607","072710","농심홀딩스",75000,700,0.94,"KOSPI","기타금융",347834250000,7887,9.51,198514,0.38,2000,2.67
"608","230240","에치에프알",27000,2350,9.53,"KOSDAQ","일반전기전자",347814540000,86,313.95,6753,4,0,0
"609","084110","휴온스글로벌",30200,1200,4.14,"KOSDAQ","제약",346216635400,2231,13.54,31494,0.96,400,1.32
"610","220630","해마로푸드서비스",3400,70,2.1,"KOSDAQ","유통",346179605400,148,22.97,861,3.95,50,1.47
"611","003220","대원제약",16250,-200,-1.22,"KOSPI","의약품",344903373750,1306,12.44,9660,1.68,260,1.6
"612","272550","삼양패키징",24200,-100,-0.41,"KOSPI","화학",343877256800,1998,12.11,20142,1.2,750,3.1
"613","089600","나스미디어",39250,-750,-1.88,"KOSDAQ","기타서비스",343621621750,2156,18.21,14753,2.66,660,1.68
"614","052260","현대바이오랜드",22850,-100,-0.44,"KOSDAQ","화학",3.4275e+11,723,31.6,10382,2.2,350,1.53
"615","000390","삼화페인트",12650,300,2.43,"KOSPI","화학",342108535450,167,75.75,10625,1.19,125,0.99
"616","052710","아모텍",35050,50,0.14,"KOSDAQ","IT부품",341506380300,37,947.3,20412,1.72,0,0
"617","033310","엠투엔",15350,100,0.66,"KOSDAQ","금속",340613721650,200,76.75,2544,6.03,0,0
"618","087010","펩트론",16500,500,3.13,"KOSDAQ","제약",340343074500,NA,NA,1743,9.47,0,0
"619","006490","인스코비",3310,-685,-17.15,"KOSPI","통신업",339990840460,NA,NA,260,12.73,0,0
"620","016580","환인제약",18250,0,0,"KOSPI","의약품",339451277500,1225,14.9,14719,1.24,300,1.64
"621","073490","이노와이어리스",50300,300,0.6,"KOSDAQ","통신장비",338898463200,2190,22.97,13479,3.73,250,0.5
"622","016800","퍼시스",29450,0,0,"KOSPI","기타제조업",3.38675e+11,3601,8.18,38601,0.76,1000,3.4
"623","099190","아이센스",24550,100,0.41,"KOSDAQ","의료·정밀기기",337249192900,1723,14.25,14454,1.7,200,0.81
"624","217330","싸이토젠",59800,100,0.17,"KOSDAQ","기타서비스",336905067200,NA,NA,3181,18.8,0,0
"625","200710","에이디테크놀로지",25200,100,0.4,"KOSDAQ","반도체",334988161200,803,31.38,5518,4.57,0,0
"626","005500","삼진제약",24050,-100,-0.41,"KOSPI","의약품",3.34295e+11,917,26.23,14207,1.69,800,3.33
"627","213500","한솔제지",14000,-100,-0.71,"KOSPI","종이목재",333208064000,1683,8.32,24810,0.56,600,4.29
"628","001520","동양",1395,5,0.36,"KOSPI","비금속광물",332964267885,NA,NA,3428,0.41,40,2.87
"629","075580","세진중공업",5850,360,6.56,"KOSPI","운수장비",332569317600,42,139.29,2765,2.12,20,0.34
"630","077500","유니퀘스트",12150,250,2.1,"KOSPI","유통업",332019708750,953,12.75,7830,1.55,150,1.23
"631","243840","신흥에스이씨",46550,-200,-0.43,"KOSDAQ","IT부품",331682808100,2446,19.03,15448,3.01,280,0.6
"632","294140","레몬",8960,-130,-1.43,"KOSDAQ","화학",3.3152e+11,NA,NA,623,14.38,0,0
"633","096760","JW홀딩스",4830,0,0,"KOSPI","기타금융",330570909060,NA,NA,2191,2.2,90,1.86
"634","036890","진성티이씨",14700,550,3.89,"KOSDAQ","기계·장비",330489339600,1102,13.34,6213,2.37,200,1.36
"635","115450","지트리비앤티",12100,0,0,"KOSDAQ","유통",327765029900,NA,NA,2556,4.73,0,0
"636","318020","포인트모바일",50900,-800,-1.55,"KOSDAQ","일반전기전자",327316827400,1713,29.71,7116,7.15,0,0
"637","045100","한양이엔지",18150,500,2.83,"KOSDAQ","기타서비스",3.267e+11,1695,10.71,18191,1,450,2.48
"638","004710","한솔테크닉스",10150,0,0,"KOSPI","전기전자",325915261700,245,41.43,8145,1.25,0,0
"639","004690","삼천리",80100,-200,-0.25,"KOSPI","전기가스업",324807502500,10614,7.55,316716,0.25,3000,3.75
"640","016590","신대양제지",80400,-400,-0.5,"KOSPI","종이목재",323994472800,13849,5.81,103836,0.77,625,0.78
"641","175250","아이큐어",42900,-400,-0.92,"KOSDAQ","제약",323873078100,NA,NA,12658,3.39,0,0
"642","049180","셀루메드",8180,710,9.5,"KOSDAQ","제약",323051971080,NA,NA,213,38.4,0,0
"643","002960","한국쉘석유",248000,0,0,"KOSPI","화학",3.224e+11,16174,15.33,75323,3.29,16000,6.45
"644","063080","게임빌",48800,2850,6.2,"KOSDAQ","디지털컨텐츠",321845369600,2110,23.13,38098,1.28,0,0
"645","016450","한세예스24홀딩스",8040,250,3.21,"KOSPI","섬유의복",3.216e+11,513,15.67,6786,1.18,250,3.11
"646","237880","클리오",18600,150,0.81,"KOSDAQ","화학",320121233400,177,105.08,8563,2.17,220,1.18
"647","086890","이수앱지스",10000,430,4.49,"KOSDAQ","제약",318711930000,NA,NA,2073,4.82,0,0
"648","086980","쇼박스",5090,-140,-2.68,"KOSDAQ","오락·문화",3.18634e+11,52,97.88,2247,2.27,50,0.98
"649","083420","그린케미칼",13250,-150,-1.12,"KOSPI","화학",3.18e+11,236,56.14,4521,2.93,170,1.28
"650","082920","비츠로셀",14750,-200,-1.34,"KOSDAQ","IT부품",317702492000,936,15.76,6567,2.25,100,0.68
"651","039440","에스티아이",20050,-450,-2.2,"KOSDAQ","반도체",317391500000,1529,13.11,10548,1.9,250,1.25
"652","000480","조선내화",79300,0,0,"KOSPI","비금속광물",3.172e+11,7493,10.58,147942,0.54,4000,5.04
"653","014160","대영포장",2925,-45,-1.52,"KOSPI","종이목재",317054055825,100,29.25,1389,2.11,0,0
"654","036530","SNT홀딩스",19400,0,0,"KOSPI","기타금융",316295388400,4072,4.76,46992,0.41,500,2.58
"655","002210","동성제약",12100,-100,-0.82,"KOSPI","의약품",315821737000,NA,NA,2689,4.5,0,0
"656","051160","지어소프트",21650,900,4.34,"KOSDAQ","소프트웨어",315539115750,NA,NA,572,37.85,0,0
"657","136480","하림",2970,10,0.34,"KOSDAQ","음식료·담배",315442814940,NA,NA,2924,1.02,0,0
"658","179900","유티아이",19450,550,2.91,"KOSDAQ","IT부품",315224107750,317,61.36,3900,4.99,100,0.51
"659","214870","뉴지랩",10500,-150,-1.41,"KOSDAQ","통신장비",313985112000,NA,NA,2710,3.87,0,0
"660","001940","KISCO홀딩스",16900,700,4.32,"KOSPI","철강금속",312250822000,2909,5.81,44246,0.38,280,1.66
"661","063160","종근당바이오",56900,1000,1.79,"KOSPI","의약품",312151237800,2280,24.96,28890,1.97,200,0.35
"662","053610","프로텍",28350,-800,-2.74,"KOSDAQ","반도체",3.1185e+11,3720,7.62,18797,1.51,400,1.41
"663","121600","나노신소재",28700,-250,-0.86,"KOSDAQ","화학",311347157100,541,53.05,8591,3.34,120,0.42
"664","091810","티웨이항공",2820,-5,-0.18,"KOSPI","운수창고업",311131386780,NA,NA,2357,1.2,0,0
"665","121440","골프존뉴딘홀딩스",7260,20,0.28,"KOSDAQ","유통",310995298680,NA,NA,10475,0.69,117,1.61
"666","045970","코아시아",11800,50,0.43,"KOSDAQ","IT부품",310515536800,303,38.94,4597,2.57,60,0.51
"667","058650","세아홀딩스",77600,-100,-0.13,"KOSPI","철강금속",3.104e+11,7707,10.07,491403,0.16,2250,2.9
"668","064290","인텍플러스",24600,-1550,-5.93,"KOSDAQ","반도체",310266565200,448,54.91,1733,14.2,0,0
"669","047310","파워로직스",9010,100,1.12,"KOSDAQ","IT부품",310133047820,1611,5.59,6981,1.29,50,0.55
"670","102460","이연제약",17200,-150,-0.86,"KOSPI","의약품",308031274000,352,48.86,12879,1.34,350,2.03
"671","072520","제넨바이오",1810,-15,-0.82,"KOSDAQ","기타서비스",307898861080,NA,NA,215,8.42,0,0
"672","054780","키이스트",17450,600,3.56,"KOSDAQ","오락·문화",307690649900,NA,NA,2555,6.83,0,0
"673","060570","드림어스컴퍼니",5410,-80,-1.46,"KOSDAQ","디지털컨텐츠",307611772270,NA,NA,2074,2.61,0,0
"674","131390","피앤이솔루션",20750,0,0,"KOSDAQ","일반전기전자",307492382500,1096,18.93,5497,3.77,0,0
"675","009580","무림P&P",4930,25,0.51,"KOSPI","종이목재",307475837320,162,30.43,9842,0.5,175,3.55
"676","298690","에어부산",3745,10,0.27,"KOSPI","운수창고업",307352150000,NA,NA,1862,2.01,0,0
"677","052020","에스티큐브",10050,-50,-0.5,"KOSDAQ","IT부품",307287825150,NA,NA,1029,9.77,0,0
"678","115960","연우",24750,-100,-0.4,"KOSDAQ","화학",306850500000,1355,18.27,16906,1.46,160,0.65
"679","078590","OQP",3890,0,0,"KOSDAQ","운송장비·부품",306238837930,NA,NA,442,8.8,0,0
"680","005950","이수화학",11800,50,0.43,"KOSPI","화학",305677312600,NA,NA,18013,0.66,400,3.39
"681","234080","JW생명과학",19300,0,0,"KOSPI","의약품",305606892200,1385,13.94,7744,2.49,500,2.59
"682","011040","경동제약",9930,40,0.4,"KOSDAQ","제약",305533846380,850,11.68,8539,1.16,400,4.03
"683","005960","동부건설",13450,350,2.67,"KOSPI","건설업",305401174150,2814,4.78,19059,0.71,700,5.2
"684","246710","티앤알바이오팹",36150,-2750,-7.07,"KOSDAQ","제약",305283677250,NA,NA,2966,12.19,0,0
"685","025950","동신건설",36300,350,0.97,"KOSDAQ","건설",3.0492e+11,100,363,10388,3.49,0,0
"686","251370","와이엠티",20300,-100,-0.49,"KOSDAQ","화학",303586053400,900,22.56,5222,3.89,0,0
"687","029530","신도리코",30100,150,0.5,"KOSPI","전기전자",303408872900,1473,20.43,86372,0.35,1000,3.32
"688","143160","아이디스",28300,900,3.28,"KOSDAQ","통신장비",303273837000,185,152.97,14218,1.99,250,0.88
"689","101360","이엔드디",29250,-650,-2.17,"KOSDAQ","화학",301871202750,1047,27.94,1572,18.61,0,0
"690","007340","디티알오토모티브",30200,-200,-0.66,"KOSPI","전기전자",301818951000,7539,4.01,60240,0.5,1500,4.97
"691","297090","씨에스베어링",31500,700,2.27,"KOSDAQ","기계·장비",301782600000,750,42,4781,6.59,0,0
"692","122900","아이마켓코리아",9020,80,0.89,"KOSPI","유통업",301528136800,483,18.67,10185,0.89,600,6.65
"693","079980","휴비스",8720,-80,-0.91,"KOSPI","화학",3.0084e+11,NA,NA,11407,0.76,150,1.72
"694","042420","네오위즈홀딩스",33900,-850,-2.45,"KOSDAQ","디지털컨텐츠",300247757400,2529,13.4,36556,0.93,123,0.36
"695","033240","자화전자",16750,-400,-2.33,"KOSPI","전기전자",2.99825e+11,NA,NA,15564,1.08,0,0
"696","115180","큐리언트",33900,150,0.44,"KOSDAQ","기타서비스",299797667100,NA,NA,1786,18.98,0,0
"697","036800","나이스정보통신",29950,200,0.67,"KOSDAQ","통신서비스",2.995e+11,3212,9.32,23005,1.3,460,1.54
