"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1870","053580","웹케시","KOSDAQ","금융",70400,-100,-0.14,476161312000
"1871","071460","위니아딤채","KOSDAQ","일반전기전자",3905,-135,-3.34,140452286975
"1872","044340","위닉스","KOSDAQ","일반전기전자",23550,-50,-0.21,420919158750
"1873","330350","위더스제약","KOSDAQ","제약",18000,0,0,158263470000
"1874","348350","위드텍","KOSDAQ","의료·정밀기기",41800,50,0.12,212837240000
"1875","112040","위메이드","KOSDAQ","디지털컨텐츠",56500,5000,9.71,9.492e+11
"1876","065370","위세아이텍","KOSDAQ","출판·매체복제",13650,-100,-0.73,60791790150
"1877","038620","위즈코프","KOSDAQ","유통",1415,-25,-1.74,57432069525
"1878","299900","위지윅스튜디오","KOSDAQ","오락·문화",11400,600,5.56,356768939400
"1879","036090","위지트","KOSDAQ","기계·장비",1890,30,1.61,170537317650
"1880","136540","윈스","KOSDAQ","소프트웨어",16700,0,0,203707652100
"1881","320000","윈텍","KOSDAQ","기계·장비",2840,-15,-0.53,52537580320
"1882","097800","윈팩","KOSDAQ","반도체",2850,-65,-2.23,109769927400
"1883","192390","윈하이텍","KOSDAQ","금속",3500,45,1.3,37299136000
"1884","313760","윌링스","KOSDAQ","일반전기전자",14100,-100,-0.7,68554200000
"1885","900340","윙입푸드","KOSDAQ","금융",1320,5,0.38,63324924960
"1886","036200","유니셈","KOSDAQ","반도체",13600,250,1.87,417033432800
"1887","018000","유니슨","KOSDAQ","기계·장비",4305,-15,-0.35,523593649005
"1888","203450","유니온커뮤니티","KOSDAQ","일반전기전자",4435,10,0.23,65101396045
"1889","011320","유니크","KOSDAQ","운송장비·부품",7980,0,0,154179146100
"1890","086390","유니테스트","KOSDAQ","반도체",22500,-50,-0.22,475517835000
"1891","241690","유니테크노","KOSDAQ","운송장비·부품",6390,10,0.16,150839720100
"1892","142210","유니트론텍","KOSDAQ","유통",7310,-100,-1.35,88287570330
"1893","048430","유라테크","KOSDAQ","일반전기전자",10850,50,0.46,1.24992e+11
"1894","206650","유바이오로직스","KOSDAQ","제약",19400,-100,-0.51,678602144800
"1895","089850","유비벨록스","KOSDAQ","소프트웨어",11800,-50,-0.42,83965224600
"1896","032620","유비케어","KOSDAQ","소프트웨어",7750,-40,-0.51,404527827250
"1897","264450","유비쿼스","KOSDAQ","통신장비",22200,0,0,227454673200
"1898","078070","유비쿼스홀딩스","KOSDAQ","일반전기전자",22100,50,0.23,413195478800
"1899","024800","유성티엔에스","KOSDAQ","운송",3355,-85,-2.47,91301560900
"1900","054930","유신","KOSDAQ","기타서비스",18400,200,1.1,5.52e+10
"1901","069330","유아이디","KOSDAQ","IT부품",1055,0,0,12541620560
"1902","049520","유아이엘","KOSDAQ","IT부품",4070,220,5.71,88664689520
"1903","287410","유안타제3호스팩","KOSDAQ","금융",4440,40,0.91,18803400000
"1904","313750","유안타제4호스팩","KOSDAQ","금융",2105,-10,-0.47,9788250000
"1905","336060","유안타제5호스팩","KOSDAQ","금융",2080,0,0,12334400000
"1906","340360","유안타제6호스팩","KOSDAQ","금융",2190,-385,-14.95,14990550000
"1907","367460","유안타제7호스팩","KOSDAQ","금융",2090,5,0.24,1.1495e+10
"1908","056090","유앤아이","KOSDAQ","의료·정밀기기",4610,125,2.79,38366996990
"1909","263770","유에스티","KOSDAQ","금속",5770,-120,-2.04,136749992440
"1910","340930","유일에너테크","KOSDAQ","기계·장비",21550,-200,-0.92,228215448200
"1911","023410","유진기업","KOSDAQ","비금속",5230,120,2.35,404335813490
"1912","056080","유진로봇","KOSDAQ","기계·장비",4120,10,0.24,154550066240
"1913","321260","유진스팩4호","KOSDAQ","금융",2100,15,0.72,7.329e+09
"1914","331380","유진스팩5호","KOSDAQ","금융",2115,0,0,8481150000
"1915","084370","유진테크","KOSDAQ","반도체",44500,-150,-0.34,1019763869000
"1916","178780","유테크","KOSDAQ","IT부품",1730,0,0,60240302320
"1917","179900","유티아이","KOSDAQ","IT부품",19450,550,2.91,315224107750
"1918","263050","유틸렉스","KOSDAQ","제약",40400,-600,-1.46,612346638000
"1919","191410","육일씨엔에쓰","KOSDAQ","IT부품",3205,110,3.55,30008485510
"1920","072770","율호","KOSDAQ","소프트웨어",2455,-5,-0.2,90041858240
"1921","039020","이건홀딩스","KOSDAQ","종이·목재",3480,5,0.14,78594787320
"1922","060230","이그잭스","KOSDAQ","IT부품",1680,0,0,130300517760
"1923","067920","이글루시큐리티","KOSDAQ","소프트웨어",6430,-210,-3.16,70705045170
"1924","044960","이글벳","KOSDAQ","유통",7890,-90,-1.13,99744456870
"1925","302430","이노메트리","KOSDAQ","기계·장비",19000,0,0,185716184000
"1926","073490","이노와이어리스","KOSDAQ","통신장비",50300,300,0.6,338898463200
"1927","086250","이노와이즈","KOSDAQ","기계·장비",1405,0,0,43288294470
"1928","215790","이노인스트루먼트","KOSDAQ","통신장비",2255,-10,-0.44,90838500995
"1929","246960","이노테라피","KOSDAQ","제약",15450,250,1.64,77932642800
"1930","088390","이녹스","KOSDAQ","운송장비·부품",11800,-200,-1.67,110339959200
"1931","272290","이녹스첨단소재","KOSDAQ","IT부품",52700,300,0.57,500781381100
"1932","053350","이니텍","KOSDAQ","소프트웨어",5010,30,0.6,99152489160
"1933","258610","이더블유케이","KOSDAQ","금속",7820,-90,-1.14,113190785500
"1934","215090","이디티","KOSDAQ","의료·정밀기기",691,-3,-0.43,41868863318
"1935","041520","이라이콤","KOSDAQ","IT부품",12650,150,1.2,154187434500
"1936","264850","이랜시스","KOSDAQ","일반전기전자",2395,15,0.63,68860589740
"1937","054210","이랜텍","KOSDAQ","IT부품",8070,-10,-0.12,204100064700
"1938","164060","이루다","KOSDAQ","의료·정밀기기",11150,-150,-1.33,86909344000
"1939","065440","이루온","KOSDAQ","소프트웨어",1575,-15,-0.94,42958156500
"1940","115610","이미지스","KOSDAQ","반도체",2165,115,5.61,16603662120
"1941","349720","이베스트스팩5호","KOSDAQ","금융",2065,5,0.24,7475300000
"1942","323210","이베스트이안스팩1호","KOSDAQ","금융",2065,0,0,6.608e+09
"1943","078020","이베스트투자증권","KOSDAQ","금융",7000,-10,-0.14,388368330000
"1944","080010","이상네트웍스","KOSDAQ","인터넷",7950,-50,-0.63,71669250000
"1945","086890","이수앱지스","KOSDAQ","제약",10000,430,4.49,318711930000
"1946","047560","이스트소프트","KOSDAQ","디지털컨텐츠",11200,0,0,110873280000
"1947","900110","이스트아시아홀딩스","KOSDAQ","금융",205,-4,-1.91,28010694880
"1948","067010","이씨에스","KOSDAQ","정보기기",6810,-330,-4.62,83722140000
"1949","052190","이에스에이","KOSDAQ","오락·문화",295,0,0,13511445155
"1950","226360","이엑스티","KOSDAQ","건설",2245,-95,-4.06,121980959235
"1951","101360","이엔드디","KOSDAQ","화학",29250,-650,-2.17,301871202750
"1952","102710","이엔에프테크놀로지","KOSDAQ","화학",40500,300,0.75,578657358000
"1953","066980","이엔코퍼레이션","KOSDAQ","디지털컨텐츠",12700,-1800,-12.41,228089701300
"1954","063760","이엘피","KOSDAQ","반도체",6920,-110,-1.56,33980660000
"1955","087730","이엠네트웍스","KOSDAQ","반도체",8160,0,0,26570510400
"1956","123570","이엠넷","KOSDAQ","기타서비스",4945,95,1.96,110155205710
"1957","083470","이엠앤아이","KOSDAQ","IT부품",1585,0,0,35542856275
"1958","095190","이엠코리아","KOSDAQ","기계·장비",5600,30,0.54,224159740000
"1959","091120","이엠텍","KOSDAQ","IT부품",18200,-300,-1.62,292309035200
"1960","039030","이오테크닉스","KOSDAQ","반도체",116400,-600,-0.51,1433995620000
"1961","294090","이오플로우","KOSDAQ","의료·정밀기기",74000,-700,-0.94,843334488000
"1962","088290","이원컴포텍","KOSDAQ","운송장비·부품",7730,-210,-2.64,174978637650
"1963","181340","이즈미디어","KOSDAQ","의료·정밀기기",21800,500,2.35,154891180000
"1964","353810","이지바이오","KOSDAQ","음식료·담배",6820,-10,-0.15,233187530400
"1965","090850","이지웰","KOSDAQ","기타서비스",9230,-90,-0.97,219178912030
"1966","099750","이지케어텍","KOSDAQ","소프트웨어",17950,-100,-0.55,114628700000
"1967","035810","이지홀딩스","KOSDAQ","음식료·담배",4580,45,0.99,254834053340
"1968","160600","이큐셀","KOSDAQ","기계·장비",310,0,0,18642222930
"1969","092130","이크레더블","KOSDAQ","기타서비스",22200,-50,-0.22,267367920000
"1970","096040","이트론","KOSDAQ","정보기기",675,-8,-1.17,354104154900
"1971","134060","이퓨쳐","KOSDAQ","출판·매체복제",9980,-270,-2.63,47597115000
"1972","001840","이화공영","KOSDAQ","건설",7250,120,1.68,143591760000
"1973","024810","이화전기","KOSDAQ","IT부품",230,18,8.49,165211767360
"1974","041830","인바디","KOSDAQ","의료·정밀기기",21050,150,0.72,288043611100
"1975","352940","인바이오","KOSDAQ","화학",12000,-350,-2.83,121012800000
"1976","079950","인베니아","KOSDAQ","기계·장비",2500,-15,-0.6,5.8e+10
"1977","277410","인산가","KOSDAQ","음식료·담배",1965,-5,-0.25,54200355270
"1978","060150","인선이엔티","KOSDAQ","기타서비스",13000,0,0,605326956000
"1979","033230","인성정보","KOSDAQ","컴퓨터서비스",2115,30,1.44,78661644705
"1980","037330","인지디스플레","KOSDAQ","IT부품",3270,-15,-0.46,143504682480
"1981","083640","인콘","KOSDAQ","통신장비",2315,-35,-1.49,98401304345
"1982","216050","인크로스","KOSDAQ","기타서비스",60200,900,1.52,485017975400
"1983","049070","인탑스","KOSDAQ","IT부품",32200,1450,4.72,5.5384e+11
"1984","119610","인터로조","KOSDAQ","의료·정밀기기",23350,800,3.55,272656502300
"1985","017250","인터엠","KOSDAQ","일반전기전자",1545,15,0.98,32515246515
"1986","035080","인터파크","KOSDAQ","유통",5090,-80,-1.55,413252839670
"1987","051370","인터플렉스","KOSDAQ","IT부품",11500,-150,-1.29,268265928000
"1988","064290","인텍플러스","KOSDAQ","반도체",24600,-1550,-5.93,310266565200
"1989","189300","인텔리안테크","KOSDAQ","일반전기전자",63200,1300,2.1,477876561600
"1990","150840","인트로메딕","KOSDAQ","의료·정밀기기",2225,-105,-4.51,69796972850
"1991","048530","인트론바이오","KOSDAQ","제약",29650,-150,-0.5,988565245750
"1992","175140","인포마크","KOSDAQ","통신장비",6350,160,2.58,30861019050
"1993","115310","인포바인","KOSDAQ","통신서비스",20600,-100,-0.48,65773389800
"1994","039290","인포뱅크","KOSDAQ","통신서비스",10900,-200,-1.8,94764360200
"1995","041020","인프라웨어","KOSDAQ","소프트웨어",2480,-30,-1.2,92908636800
"1996","071200","인피니트헬스케어","KOSDAQ","소프트웨어",7160,40,0.56,174678639280
"1997","101930","인화정공","KOSDAQ","운송장비·부품",8070,930,13.03,75306859350
"1998","068330","일신바이오","KOSDAQ","기계·장비",5070,-40,-0.78,224175829800
"1999","058450","일야","KOSDAQ","IT부품",685,0,0,21741900000
"2000","019540","일지테크","KOSDAQ","운송장비·부품",3695,40,1.09,49932382500
"2001","094820","일진파워","KOSDAQ","건설",5720,90,1.6,86250215480
"2002","950140","잉글우드랩","KOSDAQ","화학",6460,10,0.16,128346414360
"2003","049550","잉크테크","KOSDAQ","화학",8500,510,6.38,136169422000
"2004","254120","자비스","KOSDAQ","기계·장비",2120,10,0.47,43108294120
"2005","221610","자안","KOSDAQ","화학",381,-2,-0.52,107167022775
"2006","043910","자연과환경","KOSDAQ","기타서비스",1525,15,0.99,83075283900
"2007","234920","자이글","KOSDAQ","일반전기전자",3895,35,0.91,52702894450
"2008","289220","자이언트스텝","KOSDAQ","오락·문화",37400,4650,14.2,352605891000
"2009","174880","장원테크","KOSDAQ","통신장비",970,-3,-0.31,69841266820
"2010","049630","재영솔루텍","KOSDAQ","IT부품",949,-5,-0.52,69781831938
"2011","110020","전진바이오팜","KOSDAQ","화학",10150,650,6.84,61326634950
"2012","065530","전파기지국","KOSDAQ","통신서비스",4565,-15,-0.33,241305900000
"2013","208140","정다운","KOSDAQ","음식료·담배",3195,-80,-2.44,103932787680
"2014","022220","정산애강","KOSDAQ","화학",2090,-5,-0.24,108250670110
"2015","040420","정상제이엘에스","KOSDAQ","기타서비스",6450,30,0.47,101120210400
"2016","045510","정원엔시스","KOSDAQ","컴퓨터서비스",1880,20,1.08,60553468960
"2017","065620","제낙스","KOSDAQ","금속",15950,0,0,78982709300
"2018","217190","제너셈","KOSDAQ","반도체",5040,0,0,44196636960
"2019","095700","제넥신","KOSDAQ","기타서비스",96900,200,0.21,2398426551600
"2020","072520","제넨바이오","KOSDAQ","기타서비스",1810,-15,-0.82,307898861080
"2021","122310","제노레이","KOSDAQ","의료·정밀기기",9750,-40,-0.41,141899979000
"2022","361390","제노코","KOSDAQ","통신장비",62300,-8200,-11.63,152145322000
"2023","187420","제노포커스","KOSDAQ","제약",8100,600,8,181433601000
"2024","225220","제놀루션","KOSDAQ","제약",29400,-300,-1.01,140637546000
"2025","123330","제닉","KOSDAQ","화학",5690,-80,-1.39,3.983e+10
"2026","159580","제로투세븐","KOSDAQ","유통",9620,-100,-1.03,192713958320
"2027","147830","제룡산업","KOSDAQ","금속",6790,-30,-0.44,6.79e+10
"2028","033100","제룡전기","KOSDAQ","IT부품",6160,10,0.16,98944439440
"2029","079370","제우스","KOSDAQ","기계·장비",27900,-350,-1.24,289713600000
"2030","054950","제이브이엠","KOSDAQ","기계·장비",37600,450,1.21,238042140800
"2031","090470","제이스텍","KOSDAQ","반도체",7120,-60,-0.84,103936392960
"2032","137950","제이씨케미칼","KOSDAQ","화학",6090,20,0.33,135610987260
"2033","033320","제이씨현시스템","KOSDAQ","유통",8110,-10,-0.12,155018043520
"2034","204270","제이앤티씨","KOSDAQ","일반전기전자",10000,80,0.81,578484660000
"2035","026040","제이에스티나","KOSDAQ","기타제조",2035,10,0.49,33585212650
"2036","126880","제이엔케이히터","KOSDAQ","기계·장비",7730,180,2.38,179373900190
"2037","322510","제이엘케이","KOSDAQ","소프트웨어",9250,-90,-0.96,139952398250
"2038","033050","제이엠아이","KOSDAQ","출판·매체복제",1265,5,0.4,41212867630
"2039","094970","제이엠티","KOSDAQ","IT부품",3380,-120,-3.43,56609051200
"2040","058420","제이웨이","KOSDAQ","오락·문화",308,0,0,6676487972
"2041","089790","제이티","KOSDAQ","반도체",8020,-80,-0.99,82730414260
"2042","052670","제일바이오","KOSDAQ","제약",7190,10,0.14,1.0785e+11
"2043","199820","제일전기공업","KOSDAQ","일반전기전자",21200,0,0,2.35532e+11
"2044","023440","제일제강","KOSDAQ","금속",3280,70,2.18,105400753280
"2045","038010","제일테크노스","KOSDAQ","금속",8700,230,2.72,7.83e+10
"2046","080220","제주반도체","KOSDAQ","반도체",6000,-60,-0.99,205219410000
"2047","216080","제테마","KOSDAQ","제약",19850,50,0.25,348692226150
"2048","229000","젠큐릭스","KOSDAQ","제약",19900,-200,-1,128694056200
"2049","082270","젬백스","KOSDAQ","기계·장비",25300,100,0.4,1006427573800
"2050","064800","젬백스링크","KOSDAQ","유통",1515,20,1.34,119026405260
"2051","041590","젬백스지오","KOSDAQ","건설",861,2,0.23,66789306885
"2052","044060","조광ILI","KOSDAQ","기계·장비",9550,-90,-0.93,125566169500
"2053","034940","조아제약","KOSDAQ","제약",4275,35,0.83,132438760425
"2054","101730","조이맥스","KOSDAQ","디지털컨텐츠",5350,220,4.29,84506647250
"2055","067000","조이시티","KOSDAQ","디지털컨텐츠",9370,230,2.52,419461945710
"2056","033340","좋은사람들","KOSDAQ","섬유·의류",1055,0,0,52653176320
"2057","036930","주성엔지니어링","KOSDAQ","반도체",11300,50,0.44,545216095600
"2058","239340","줌인터넷","KOSDAQ","인터넷",5580,-140,-2.45,150000789960
"2059","072020","중앙백신","KOSDAQ","제약",18850,-400,-2.08,1.87746e+11
"2060","000440","중앙에너비스","KOSDAQ","유통",9490,200,2.15,59095463700
"2061","228760","지노믹트리","KOSDAQ","제약",12800,1050,8.94,255823552000
"2062","314130","지놈앤컴퍼니","KOSDAQ","제약",56600,800,1.43,753057566400
"2063","043610","지니뮤직","KOSDAQ","디지털컨텐츠",7010,-80,-1.13,407389220380
"2064","263860","지니언스","KOSDAQ","소프트웨어",7120,-110,-1.52,67245552000
"2065","303030","지니틱스","KOSDAQ","반도체",3370,-55,-1.61,119940217530
"2066","036180","지더블유바이텍","KOSDAQ","유통",1205,0,0,33647104140
"2067","208350","지란지교시큐리티","KOSDAQ","출판·매체복제",6250,-20,-0.32,51915881250
"2068","114570","지스마트글로벌","KOSDAQ","반도체",620,0,0,7030424280
"2069","051160","지어소프트","KOSDAQ","소프트웨어",21650,900,4.34,315539115750
"2070","053050","지에스이","KOSDAQ","전기·가스·수도",1680,30,1.82,50379162960
"2071","119850","지엔씨에너지","KOSDAQ","일반전기전자",5800,-90,-1.53,94515802400
"2072","270520","지엔원에너지","KOSDAQ","기타서비스",3700,-100,-2.63,115472959600
"2073","065060","지엔코","KOSDAQ","섬유·의류",955,22,2.36,93597682020
"2074","204840","지엘팜텍","KOSDAQ","기타서비스",1230,5,0.41,58068569370
"2075","111820","지와이커머스","KOSDAQ","인터넷",2470,0,0,68476266950
"2076","115450","지트리비앤티","KOSDAQ","유통",12100,0,0,327765029900
"2077","219750","지티지웰니스","KOSDAQ","의료·정밀기기",6280,180,2.95,101119687080
"2078","018120","진로발효","KOSDAQ","음식료·담배",31050,50,0.16,205585776000
"2079","109820","진매트릭스","KOSDAQ","기타서비스",10300,-50,-0.48,210054492000
"2080","086060","진바이오텍","KOSDAQ","음식료·담배",6540,380,6.17,56313238980
"2081","036890","진성티이씨","KOSDAQ","기계·장비",14700,550,3.89,330489339600
"2082","007370","진양제약","KOSDAQ","제약",6060,-60,-0.98,7.272e+10
"2083","085660","차바이오텍","KOSDAQ","제약",19200,-100,-0.52,1008941222400
"2084","094850","참좋은여행","KOSDAQ","기타서비스",11100,50,0.45,1.554e+11
"2085","004650","창해에탄올","KOSDAQ","음식료·담배",13100,0,0,120400593500
"2086","311690","천랩","KOSDAQ","기타서비스",34050,-650,-1.87,133130324400
"2087","278280","천보","KOSDAQ","화학",161200,2900,1.83,1.612e+12
"2088","096240","청담러닝","KOSDAQ","기타서비스",25000,950,3.95,186845650000
"2089","013720","청보산업","KOSDAQ","운송장비·부품",13600,100,0.74,111231285600
"2090","066360","체리부로","KOSDAQ","음식료·담배",2195,0,0,61179860930
"2091","047820","초록뱀","KOSDAQ","오락·문화",2180,-40,-1.8,282566420320
"2092","094360","칩스앤미디어","KOSDAQ","소프트웨어",15700,-350,-2.18,151352945500
"2093","016920","카스","KOSDAQ","유통",2335,35,1.52,55910869830
"2094","284620","카이노스메드","KOSDAQ","기타서비스",3920,35,0.9,411892008640
"2095","293490","카카오게임즈","KOSDAQ","디지털컨텐츠",51900,-200,-0.38,3867668496900
"2096","042000","카페24","KOSDAQ","인터넷",32850,-500,-1.5,618720979050
"2097","317530","캐리소프트","KOSDAQ","오락·문화",5310,-220,-3.98,35901950760
"2098","071850","캐스텍코리아","KOSDAQ","운송장비·부품",3195,45,1.43,52938555660
"2099","180400","캔서롭","KOSDAQ","기타서비스",7740,0,0,178624199880
"2100","050110","캠시스","KOSDAQ","IT부품",2610,-5,-0.19,181513253880
"2101","900310","컬러레이","KOSDAQ","금융",1880,-30,-1.57,1.0152e+11
"2102","078340","컴투스","KOSDAQ","디지털컨텐츠",168000,3600,2.19,2161558560000
"2103","307930","컴퍼니케이","KOSDAQ","금융",11750,550,4.91,183417500000
"2104","263700","케어랩스","KOSDAQ","소프트웨어",9950,-200,-1.97,171498518400
"2105","214370","케어젠","KOSDAQ","제약",66300,-500,-0.75,712260900000
"2106","221980","케이디켐","KOSDAQ","화학",15300,600,4.08,61732440000
"2107","043290","케이맥","KOSDAQ","기계·장비",3430,345,11.18,132067248530
"2108","317030","케이비17호스팩","KOSDAQ","금융",2090,-5,-0.24,11413490000
"2109","323940","케이비제18호스팩","KOSDAQ","금융",2060,10,0.49,16113320000
"2110","330990","케이비제19호스팩","KOSDAQ","금융",2080,0,0,8946080000
"2111","342550","케이비제20호스팩","KOSDAQ","금융",2050,0,0,13327050000
"2112","192250","케이사인","KOSDAQ","소프트웨어",2045,15,0.74,144522720565
"2113","115500","케이씨에스","KOSDAQ","컴퓨터서비스",8250,20,0.24,9.9e+10
"2114","089150","케이씨티","KOSDAQ","컴퓨터서비스",8860,60,0.68,1.51949e+11
"2115","025880","케이씨피드","KOSDAQ","음식료·담배",4090,-120,-2.85,68367859220
"2116","093320","케이아이엔엑스","KOSDAQ","인터넷",76200,-300,-0.39,3.71856e+11
"2117","073010","케이에스피","KOSDAQ","기계·장비",1825,210,13,66050869025
"2118","105330","케이엔더블유","KOSDAQ","일반전기전자",7370,-70,-0.94,75626127390
"2119","272110","케이엔제이","KOSDAQ","기계·장비",12400,-300,-2.36,78683356800
"2120","039420","케이엘넷","KOSDAQ","통신서비스",3615,155,4.48,87319348950
"2121","083550","케이엠","KOSDAQ","섬유·의류",11100,150,1.37,114130510800
"2122","032500","케이엠더블유","KOSDAQ","통신장비",64900,-900,-1.37,2584375306700
"2123","225430","케이엠제약","KOSDAQ","화학",2580,-10,-0.39,71948589000
"2124","064820","케이프","KOSDAQ","운송장비·부품",5190,-110,-2.08,160379968320
"2125","347140","케이프이에스제4호","KOSDAQ","금융",2055,0,0,6183495000
"2126","256940","케이피에스","KOSDAQ","반도체",15150,150,1,232394758200
"2127","024880","케이피에프","KOSDAQ","금속",4420,120,2.79,78314665000
"2128","042040","케이피엠테크","KOSDAQ","화학",2800,15,0.54,392590203600
"2129","054410","케이피티유","KOSDAQ","금속",8470,-250,-2.87,42858200000
"2130","274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품",15200,1400,10.14,177120857600
"2131","217600","켐온","KOSDAQ","기타서비스",3360,0,0,214574102400
"2132","089010","켐트로닉스","KOSDAQ","화학",25850,-450,-1.71,384083358450
"2133","220260","켐트로스","KOSDAQ","화학",6100,-70,-1.13,160570647700
"2134","052400","코나아이","KOSDAQ","소프트웨어",39900,2000,5.28,620808808200
"2135","033110","코너스톤네트웍스","KOSDAQ","유통",204,0,0,26473567764
"2136","094860","코닉글로리","KOSDAQ","소프트웨어",2295,10,0.44,117260872290
"2137","046070","코다코","KOSDAQ","운송장비·부품",1205,-10,-0.82,47072428480
"2138","047770","코데즈컴바인","KOSDAQ","섬유·의류",2500,15,0.6,94606505000
"2139","078940","코드네이처","KOSDAQ","건설",2390,-65,-2.65,76502812550
"2140","080530","코디","KOSDAQ","화학",2010,15,0.75,49750720020
"2141","224060","코디엠","KOSDAQ","반도체",318,-14,-4.22,83708340132
"2142","078650","코렌","KOSDAQ","의료·정밀기기",1030,49,4.99,71044634190
"2143","104540","코렌텍","KOSDAQ","의료·정밀기기",19850,350,1.79,230771772700
"2144","027050","코리아나","KOSDAQ","화학",4780,-10,-0.21,1.912e+11
"2145","290510","코리아센터","KOSDAQ","소프트웨어",8510,-100,-1.16,648467420870
"2146","190650","코리아에셋투자증권","KOSDAQ","금융",8800,-110,-1.23,56214400000
"2147","101670","코리아에스이","KOSDAQ","금속",1305,30,2.35,24664500000
"2148","123410","코리아에프티","KOSDAQ","운송장비·부품",3180,-10,-0.31,88534583520
"2149","036690","코맥스","KOSDAQ","통신장비",5590,-20,-0.36,83803977530
"2150","049430","코메론","KOSDAQ","의료·정밀기기",9670,80,0.83,87494160000
"2151","183300","코미코","KOSDAQ","반도체",63900,-2800,-4.2,640306563300
"2152","041960","코미팜","KOSDAQ","제약",10500,250,2.44,673951698000
"2153","089890","코세스","KOSDAQ","반도체",8560,230,2.76,141967274720
"2154","009730","코센","KOSDAQ","금속",905,0,0,26398999325
"2155","082660","코스나인","KOSDAQ","IT부품",1460,5,0.34,50964323660
"2156","222040","코스맥스엔비티","KOSDAQ","음식료·담배",8320,-70,-0.83,171624960000
"2157","241710","코스메카코리아","KOSDAQ","화학",16350,-150,-0.91,1.74618e+11
"2158","069110","코스온","KOSDAQ","화학",2630,0,0,62963935800
"2159","166480","코아스템","KOSDAQ","제약",16700,0,0,262481248000
"2160","045970","코아시아","KOSDAQ","IT부품",11800,50,0.43,310515536800
"2161","196450","코아시아옵틱스","KOSDAQ","의료·정밀기기",2055,0,0,84733046430
"2162","029960","코엔텍","KOSDAQ","기타서비스",8800,-30,-0.34,4.4e+11
"2163","102940","코오롱생명과학","KOSDAQ","제약",20500,50,0.24,233953298000
"2164","950160","코오롱티슈진","KOSDAQ","제약",8010,0,0,489551575500
"2165","033290","코웰패션","KOSDAQ","유통",6140,10,0.16,543391436760
"2166","056360","코위버","KOSDAQ","통신장비",9150,20,0.22,89640720000
"2167","282880","코윈테크","KOSDAQ","기계·장비",23900,150,0.63,221110658800
"2168","121850","코이즈","KOSDAQ","IT부품",6920,-180,-2.54,106647697640
"2169","015710","코콤","KOSDAQ","통신장비",7180,240,3.46,125868990000
"2170","052330","코텍","KOSDAQ","정보기기",10550,50,0.48,164311523600
"2171","322780","코퍼스코리아","KOSDAQ","오락·문화",2580,30,1.18,88508638920
"2172","126600","코프라","KOSDAQ","화학",5760,0,0,121626051840
"2173","200130","콜마비앤에이치","KOSDAQ","제약",56400,900,1.62,1666256671200
"2174","317690","퀀타매트릭스","KOSDAQ","의료·정밀기기",17400,-150,-0.85,257393397600
"2175","060280","큐렉소","KOSDAQ","유통",8120,-260,-3.1,271511826040
"2176","040350","큐로컴","KOSDAQ","컴퓨터서비스",1375,40,3,164266972375
"2177","051780","큐로홀딩스","KOSDAQ","방송서비스",537,6,1.13,64762626915
"2178","115180","큐리언트","KOSDAQ","기타서비스",33900,150,0.44,299797667100
"2179","043090","큐브앤컴퍼니","KOSDAQ","유통",2330,175,8.12,75935429290
"2180","182360","큐브엔터","KOSDAQ","오락·문화",3915,-60,-1.51,135141250770
"2181","066310","큐에스아이","KOSDAQ","반도체",16750,350,2.13,138660352500
"2182","016600","큐캐피탈","KOSDAQ","금융",623,-3,-0.48,104602898029
"2183","043590","크로바하이텍","KOSDAQ","반도체",1865,0,0,46187765670
"2184","114120","크루셜텍","KOSDAQ","IT부품",1260,35,2.86,26411256900
"2185","110790","크리스에프앤씨","KOSDAQ","섬유·의류",30050,-1300,-4.15,352050174000
"2186","900250","크리스탈신소재","KOSDAQ","금융",1790,-20,-1.1,121333095080
"2187","083790","크리스탈지노믹스","KOSDAQ","기타서비스",15600,0,0,720146138400
"2188","045520","크린앤사이언스","KOSDAQ","기계·장비",27900,350,1.27,1.8135e+11
"2189","036170","클라우드에어","KOSDAQ","반도체",1365,45,3.41,63936120885
"2190","214150","클래시스","KOSDAQ","의료·정밀기기",14200,-100,-0.7,918979468800
"2191","352770","클리노믹스","KOSDAQ","기타서비스",13450,0,0,179088646450
"2192","237880","클리오","KOSDAQ","화학",18600,150,0.81,320121233400
"2193","139670","키네마스터","KOSDAQ","소프트웨어",51800,-1200,-2.26,701698702600
"2194","311270","키움제5호스팩","KOSDAQ","금융",2135,0,0,7.686e+09
"2195","054780","키이스트","KOSDAQ","오락·문화",17450,600,3.56,307690649900
"2196","219130","타이거일렉","KOSDAQ","반도체",11350,-350,-2.99,71667191500
"2197","065130","탑엔지니어링","KOSDAQ","기계·장비",9220,10,0.11,147301089540
"2198","023160","태광","KOSDAQ","금속",7740,200,2.65,2.0511e+11
"2199","053620","태양","KOSDAQ","금속",11650,0,0,1.0019e+11
"2200","044490","태웅","KOSDAQ","금속",12500,0,0,250092262500
"2201","124560","태웅로직스","KOSDAQ","운송",7240,1670,29.98,141446374080
"2202","191420","테고사이언스","KOSDAQ","제약",27400,150,0.55,222182051600
"2203","073640","테라사이언스","KOSDAQ","금속",1825,35,1.96,125727372575
"2204","182690","테라셈","KOSDAQ","반도체",1440,0,0,30474933120
